geometry,edit,control,delta,rho,seed,status,regime,support_norm,frac_within,decay_length,residual_fraction,floored_fraction,converged,n_iters,energy_final,pin_path,error_msg
blob,static_far,mask,-0.04,16.0,1,ok,contained,0.1817988385183065,0.6995876467662439,2.3634889265246968,0.31315103728364496,0.0,True,26,2.451054018255733,,
blob,static_far,mask,-0.04,16.0,2,ok,contained,0.18466137921395676,0.6998228192952012,2.3679348128954776,0.32048229525979033,0.0,True,40,2.934346848453993,,
blob,static_far,mask,-0.02,16.0,0,ok,contained,0.1857387060099467,0.6938036006842543,2.3671713565205383,0.3176754896119538,0.0,True,43,3.4958431981569666,,
blob,static_far,mask,-0.02,16.0,1,ok,contained,0.18024517267215207,0.7059680314653751,2.343166340673906,0.3023144153010557,0.0,True,34,2.514448636940501,,
blob,static_far,mask,-0.02,16.0,2,ok,contained,0.1831890324361169,0.7067711607021935,2.346811553892425,0.3089923081220158,0.0,True,39,3.003859851739426,,
blob,static_far,mask,0.0,16.0,0,ok,contained,0.1818660334697099,0.7005747012906263,2.2981090519581664,0.2963536156213636,0.0,True,44,3.7854492094995957,,
blob,static_far,mask,0.0,16.0,1,ok,contained,0.17657181478173767,0.7152914158331898,2.2825727707668584,0.28405590443956263,0.0,True,39,2.713665006497935,,
blob,static_far,mask,0.0,16.0,2,ok,contained,0.1794398951651019,0.7137618275053591,2.2794524250545156,0.2903968010369564,0.0,True,34,3.286148475949474,,
blob,static_far,mask,0.02,16.0,0,ok,contained,0.1786203170240338,0.6986889770722944,2.2122623032647537,0.28921858630588476,0.0,True,45,4.230709114211158,,
blob,static_far,mask,0.02,16.0,1,ok,contained,0.17302516391839062,0.7179741411070985,2.199545208196644,0.27445313733591437,0.0,True,36,3.010272031904193,,
blob,static_far,mask,0.02,16.0,2,ok,contained,0.17619850796590408,0.7151765850389203,2.20192825911798,0.28223557310405367,0.0,True,57,3.634056168391518,,
blob,static_far,mask,0.04,16.0,0,ok,contained,0.17737148234428224,0.6860391594956972,2.1060288389194697,0.3058074237429788,0.0,True,42,4.842749195578669,,
blob,static_far,mask,0.04,16.0,1,ok,contained,0.17066741328514032,0.7094715110113377,2.086982005694157,0.2820176379815442,0.0,True,34,3.4951010912527796,,
blob,static_far,mask,0.04,16.0,2,ok,contained,0.17373146196719877,0.7032198729470271,2.08428602654394,0.29422241156196843,0.0,True,50,4.234014202314147,,
